ActualTime,Ax watch,Ay watch,Az watch,Gx watch,Gy watch,Gz watch,Ax esense,Ay esense,Az esense,Gx esense,Gy esense,Gz esense,Combined_Action_Num
2025-06-27 16:44:35.978,1.0797849893569946,-7.108384609222412,6.5696892738342285,-0.1612684279680252,0.0403171069920063,0.0183259565383195,-8206,-1191,1924,-100,-127,-7,7
2025-06-27 16:44:36.170,1.3455413579940796,-7.053318023681641,6.385335922241211,-0.0317649915814399,0.1014036312699318,-0.0109955742955207,-8273,-1216,1953,38,-100,-62,7
2025-06-27 16:44:36.265,1.2449848651885986,-7.424419403076172,6.387730121612549,0.067195177078247,-0.0879645943641662,0.0891863256692886,-8222,-1398,2125,-96,-83,-110,7
2025-06-27 16:44:36.464,1.0079588890075684,-7.105990409851074,6.2392897605896,0.0647517144680023,0.0891863256692886,0.0219911485910415,-8260,-1395,2147,79,49,-106,7
2025-06-27 16:44:36.578,1.0247182846069336,-7.249642848968506,6.756437301635742,0.180816113948822,0.0122173046693205,-0.0085521135479211,-8276,-1187,1923,52,102,89,7
2025-06-27 16:44:36.672,1.1324573755264282,-6.670246124267578,6.847416877746582,0.1539380401372909,-0.0647517144680023,0.0464257597923278,-8248,-1234,1973,-124,66,99,7
2025-06-27 16:44:36.878,1.4101848602294922,-5.999869346618652,7.850587368011475,0.2186897546052932,-0.0317649915814399,-0.2223549485206604,-8269,-1403,1961,18,96,62,7
2025-06-27 16:44:37.464,1.5514427423477173,-8.571242332458496,4.850652694702148,-0.1368338167667389,-0.0818559452891349,-0.0097738439217209,-8277,-1259,2114,-155,-82,3,7
2025-06-27 16:44:37.578,1.280897855758667,-9.83298683166504,5.118803024291992,-0.7134906053543091,0.1722639948129654,0.0940732508897781,-8294,-1265,2127,-136,-97,18,7
2025-06-27 16:44:37.973,1.5873557329177856,-8.681375503540039,4.508281707763672,0.0830776765942573,-0.0280998013913631,0.0012217304902151,-8208,-1407,1949,-260,104,-111,7
2025-06-27 16:44:38.064,2.2649147510528564,-10.002974510192873,5.679046630859375,0.0280998013913631,0.1490511149168014,0.1282816976308822,-8257,-1363,2169,-123,89,123,7
2025-06-27 16:44:38.178,2.2649147510528564,-10.002974510192873,5.679046630859375,0.0280998013913631,0.1490511149168014,0.1282816976308822,-8257,-1363,2169,-123,89,123,7
2025-06-27 16:44:38.583,-4.16112232208252,-4.4077253341674805,2.434903144836426,-1.3573426008224487,-0.4434881806373596,-0.4227187633514404,-8320,-914,1768,1479,-129,-835,7
2025-06-27 16:44:38.771,-5.12119722366333,-6.399701118469238,5.410895824432373,-0.304210901260376,-0.0427605658769607,0.0073303831741213,-7821,-1763,2378,626,-702,-1017,7
2025-06-27 16:44:38.933,-5.12119722366333,-6.399701118469238,5.410895824432373,-0.304210901260376,-0.0427605658769607,0.0073303831741213,-7821,-1763,2378,626,-702,-1017,7
2025-06-27 16:44:39.066,-4.862623691558838,-5.207388877868652,5.324704647064209,-0.0195476878434419,-0.107512280344963,-0.0171042270958423,-8138,-1254,2352,-1058,-181,-1332,7
2025-06-27 16:44:39.164,-5.097255229949951,-3.8953661918640137,7.541735172271728,1.3658946752548218,-0.3897320330142975,0.2296853363513946,-7823,-2077,2542,-4309,-1317,-29,7
2025-06-27 16:44:39.264,-4.122815132141113,-4.994304656982422,7.527369976043701,0.3628539443016052,0.0354301854968071,0.1881465017795562,-8049,-2206,2722,-3568,-621,175,7
2025-06-27 16:44:39.663,-7.678205013275146,-4.685452938079834,3.162740468978882,-1.8680258989334104,-0.4679227769374847,0.9529497623443604,-7951,-2413,2943,3444,-534,294,7
2025-06-27 16:44:39.869,-8.358158111572266,-1.2521674633026123,5.315127849578857,1.853365182876587,-0.394618958234787,1.2205088138580322,-7889,-1386,2703,3514,403,-444,7
2025-06-27 16:44:40.075,-8.097189903259277,0.4333505034446716,6.5050458908081055,1.4343116283416748,-0.1539380401372909,1.009149432182312,-8308,-1869,2852,695,589,-1013,7
2025-06-27 16:44:40.193,-8.224082946777344,1.3072341680526731,5.942408561706543,1.2705997228622437,0.0366519130766391,0.7220427393913269,-7694,-2728,3153,-536,342,-1177,7
2025-06-27 16:44:40.283,-8.123526573181152,2.4803929328918457,4.912901878356934,1.1484266519546509,0.2736676335334778,0.7098253965377808,-7391,-2956,2909,-741,458,-962,7
2025-06-27 16:44:40.367,-7.520187377929687,3.047818660736084,3.991134166717529,0.7721336483955383,0.2675589919090271,0.6536257863044739,-7601,-3429,2447,-489,590,-1873,7
2025-06-27 16:44:40.566,-7.06528902053833,4.704606533050537,3.0550012588500977,0.3738495409488678,0.2076941877603531,0.3237585723400116,-6550,-4755,2794,-380,-778,-2178,7
2025-06-27 16:44:40.664,-7.240066051483154,5.140350818634033,2.7437551021575928,0.4056145250797272,0.1050688251852989,0.3262020349502563,-6661,-5032,3093,34,-444,-2372,7
2025-06-27 16:44:40.985,-7.141903877258301,5.937620162963867,2.5450363159179688,0.2321287989616394,0.0745255574584007,0.2382374405860901,-6169,-5609,2971,-20,-122,-2078,7
2025-06-27 16:44:41.264,-6.842628479003906,6.490680694580078,1.886630892753601,0.3665191531181335,0.0232128798961639,0.1771509200334549,-5018,-6754,3339,31,41,-928,7
2025-06-27 16:44:41.364,-6.548141479492188,6.993463039398193,1.3431471586227417,0.1087340116500854,0.0965167060494422,0.0830776765942573,-5020,-6754,3333,-103,35,-1140,7
2025-06-27 16:44:41.467,-6.596025466918945,6.8809356689453125,1.2330138683319092,0.1783726513385772,0.0232128798961639,0.1270599663257599,-4953,-6955,3058,-136,38,-414,7
