ActualTime,Ax watch,Ay watch,Az watch,Gx watch,Gy watch,Gz watch,Ax esense,Ay esense,Az esense,Gx esense,Gy esense,Gz esense,Combined_Action_Num
2025-06-27 16:18:53.223,5.566518783569336,-6.081272125244141,3.936067581176758,-0.1136209368705749,-0.1319468915462494,0.3591887652873993,-8271,-1519,2859,2121,2497,3262,9
2025-06-27 16:18:53.322,5.4875102043151855,-7.252037048339844,4.434061527252197,-0.1966986060142517,-0.1233947798609733,0.1759291887283325,-8329,-417,2510,674,832,2096,9
2025-06-27 16:18:53.430,5.4875102043151855,-7.252037048339844,4.434061527252197,-0.1966986060142517,-0.1233947798609733,0.1759291887283325,-8465,-555,2532,-524,-543,481,9
2025-06-27 16:18:53.529,5.015852451324463,-7.295132637023926,4.07014274597168,-0.0476474873721599,0.0561996027827262,0.0940732508897781,-8465,-555,2532,-524,-543,481,9
2025-06-27 16:18:53.636,5.2480902671813965,-7.374141216278076,4.055777549743652,-0.0659734457731247,0.0293215326964855,0.0158824957907199,-8266,-720,2742,-966,-797,58,9
2025-06-27 16:18:53.744,5.7341132164001465,-7.33583402633667,4.170699596405029,-0.2981022298336029,0.1062905490398407,-0.1832595765590667,-8266,-720,2742,-966,-797,58,9
2025-06-27 16:18:53.824,5.7341132164001465,-7.33583402633667,4.170699596405029,-0.2981022298336029,0.1062905490398407,-0.1832595765590667,-8091,125,3642,-465,-1481,542,9
2025-06-27 16:18:53.944,6.007051944732666,-8.147468566894531,4.072536945343018,-0.4935791194438934,0.3054326176643371,-0.1502728462219238,-8175,13,3886,-1870,-2078,-884,9
2025-06-27 16:18:54.037,5.456385612487793,-7.122750282287598,3.378218650817871,0.452040284872055,-0.130725160241127,-0.1014036312699318,-7391,-1650,4968,-2278,-2224,-1476,9
2025-06-27 16:18:54.144,5.940014362335205,-7.690176010131836,3.93367338180542,-0.251676470041275,0.0256563406437635,-0.1661553531885147,-7459,-1680,5455,-1331,-1393,-2233,9
2025-06-27 16:18:54.233,6.203376770019531,-7.422025203704834,3.7612907886505127,0.4483750760555267,0.1954768747091293,-0.0036651915870606,-7133,-2381,5321,-1045,-835,-2926,9
2025-06-27 16:18:54.324,6.203376770019531,-7.422025203704834,3.7612907886505127,0.4483750760555267,0.1954768747091293,-0.0036651915870606,-7246,-2904,5028,-949,581,-2205,9
2025-06-27 16:18:54.425,7.69735860824585,-7.745242595672607,4.211400985717773,0.6206390857696533,0.1062905490398407,0.5546656250953674,-7212,-3597,4972,-827,1867,-1688,9
2025-06-27 16:18:54.532,6.461950302124023,-8.595184326171875,4.460397720336914,-0.1087340116500854,0.4214970171451568,1.2412781715393066,-6904,-3739,4669,290,2606,-1497,9
2025-06-27 16:18:54.623,3.8283286094665527,-8.925583839416504,5.212177276611328,0.0818559452891349,0.7318165898323059,1.5137240886688232,-7223,-4123,4308,469,2821,-1418,9
2025-06-27 16:18:54.724,2.1499931812286377,-8.561665534973145,4.288015365600586,-0.2394591718912124,1.1288789510726929,1.501506805419922,-7215,-4167,4242,677,2874,-1628,9
2025-06-27 16:18:54.822,0.7398083209991455,-6.722918510437012,3.955221176147461,-0.3591887652873993,0.7134906053543091,1.1203268766403198,-6326,-4747,4181,3328,3425,-1542,9
2025-06-27 16:18:54.924,0.4381389021873474,-6.567295074462891,4.3622355461120605,0.4141666293144226,0.1698205322027206,-0.251676470041275,-6730,-4790,3182,4951,4060,-3342,9
2025-06-27 16:18:55.035,0.4381389021873474,-6.567295074462891,4.3622355461120605,0.4141666293144226,0.1698205322027206,-0.251676470041275,-6785,-5094,1577,1599,1475,820,9
2025-06-27 16:18:55.133,-1.436521053314209,-7.635109424591064,4.929661273956299,-0.1539380401372909,0.2015855312347412,-0.2834414839744568,-6595,-5067,1834,363,221,1056,9
2025-06-27 16:18:55.235,-1.436521053314209,-7.635109424591064,4.929661273956299,-0.1539380401372909,0.2015855312347412,-0.2834414839744568,-6751,-5010,2083,-355,40,1056,9
2025-06-27 16:18:55.331,-1.6400281190872192,-8.89685344696045,5.188235282897949,-0.1869247704744339,-0.1942551434040069,0.1062905490398407,-6620,-5026,2028,-93,-1342,577,9
2025-06-27 16:18:55.425,0.332794040441513,-7.948749542236328,5.279214859008789,0.2724458873271942,-0.6414085030555725,0.6646214127540588,-6633,-4933,2598,-803,-1828,542,9
2025-06-27 16:18:55.528,-0.0885854661464691,-7.352593421936035,5.583278179168701,0.0317649915814399,-0.5082398653030396,0.5815436840057373,-6561,-4960,3024,-907,-1718,386,9
2025-06-27 16:18:55.632,-0.059855043888092,-9.509769439697266,7.316680431365967,-0.4398229718208313,-0.5009095072746277,0.7318165898323059,-6840,-4279,4193,-1137,-1737,738,9
2025-06-27 16:18:55.722,-1.173158884048462,-10.02452278137207,3.552995204925537,0.4569272100925445,-0.1539380401372909,0.6438519954681396,-7452,-3965,5419,-1094,-1688,1147,9
2025-06-27 16:18:55.841,-2.22660756111145,-7.63989782333374,4.975151062011719,0.2406809031963348,-0.4691445231437683,0.5632177591323853,-7037,-3214,5556,-703,-1593,1050,9
2025-06-27 16:18:55.928,-2.8778305053710938,-9.41400146484375,4.280832767486572,-0.8784242272377014,-0.2993239760398865,0.2504547536373138,-6631,-3067,5548,-1080,-1314,700,9
2025-06-27 16:18:56.037,-2.8778305053710938,-9.41400146484375,4.280832767486572,-0.8784242272377014,-0.2993239760398865,0.2504547536373138,-6986,-3672,5318,-984,-100,409,9
2025-06-27 16:18:56.137,-3.28963303565979,-7.927201747894287,4.764461517333984,0.1698205322027206,-0.1539380401372909,0.2773328125476837,-6986,-3672,5318,-984,-100,409,9
2025-06-27 16:18:56.222,-4.072536945343018,-7.781155586242676,4.07014274597168,1.4343116283416748,0.8332201838493347,0.1857030391693115,-7234,-4221,4973,547,314,-196,9
2025-06-27 16:18:56.324,-3.129221677780152,-8.312667846679688,6.6846113204956055,1.0812314748764038,0.7562511563301086,0.2858849465847015,-6971,-4216,4282,303,234,-1128,9
2025-06-27 16:18:56.432,-3.84269380569458,-5.57370138168335,8.324639320373535,2.939483642578125,0.8625417351722717,0.4508185386657715,-6884,-4212,4363,124,484,-48,9
2025-06-27 16:18:56.526,-4.113238334655762,-3.189076662063598,3.512293815612793,6.902777194976807,-0.0097738439217209,-0.2455678284168243,-6910,-4274,4236,-137,217,340,9
2025-06-27 16:18:56.622,-4.086902141571045,1.4413094520568848,8.652645111083984,0.5119050741195679,-0.0207694191485643,0.3726277947425842,-6999,-4458,4402,132,591,-295,9
2025-06-27 16:18:56.723,-4.086902141571045,1.4413094520568848,8.652645111083984,0.5119050741195679,-0.0207694191485643,0.3726277947425842,-7017,-4478,4076,742,785,-527,9
2025-06-27 16:18:56.823,-3.287238836288452,4.271255970001221,7.173028469085693,0.0781907513737678,-0.107512280344963,-0.0268780700862407,-6801,-4418,3950,748,603,-407,9
2025-06-27 16:18:56.930,-3.287238836288452,4.271255970001221,7.173028469085693,0.0781907513737678,-0.107512280344963,-0.0268780700862407,-6901,-4263,2979,690,1020,126,9
2025-06-27 16:18:57.022,-2.762908697128296,1.944091796875,9.23443603515625,-0.4972442984580993,-0.2785545587539673,-0.0061086523346602,-7186,-4404,2780,172,1151,-126,9
2025-06-27 16:18:57.130,-2.762908697128296,1.944091796875,9.23443603515625,-0.4972442984580993,-0.2785545587539673,-0.0061086523346602,-7013,-4423,2683,-712,684,-297,9
2025-06-27 16:18:57.223,-1.8722656965255735,0.7326257228851318,10.599130630493164,-0.2455678284168243,-0.1111774742603302,0.8222246170043945,-7013,-4423,2683,-712,684,-297,9
