Timestamp,Gyro_x_x,Gyro_y_x,Gyro_z_x,Acc_x_x,Acc_y_x,Acc_z_x,Gyro_x_y,Gyro_y_y,Gyro_z_y,Acc_x_y,Acc_y_y,Acc_z_y,combined_action_num
2024-06-14 18:21:06,-0.0109955743,-0.01832595654,0.007330383174,-0.7445967197,-1.094150186,9.821015358,435.3863636363636,-77.86363636363636,22.943181818181817,-8484.431818181818,-1054.8181818181818,812.0454545454545,0
2024-06-14 18:21:06,-0.0109955743,-0.01832595654,0.007330383174,-0.7445967197,-1.094150186,9.821015358,9.0,57.53333333333333,-112.95555555555556,-8501.2,-474.5777777777778,784.5555555555555,0
2024-06-14 18:21:06,-0.05619960278,-0.00244346098,0.004886921961,-0.7278373241,-1.07739079,9.919178009,83.87640449438203,98.53932584269664,76.67415730337079,-8523.988764044943,-871.7640449438202,542.0224719101124,0
2024-06-14 18:21:06,-0.05619960278,-0.00244346098,0.004886921961,-0.7278373241,-1.07739079,9.919178009,-143.14117647058825,78.61176470588235,-174.03529411764706,-8497.611764705882,-713.035294117647,838.9882352941177,0
2024-06-14 18:21:06,-0.03054326214,0.00244346098,0.003665191587,-0.6943184733,-1.137245774,9.904812813,107.35955056179776,-110.96629213483146,-359.4157303370786,-8366.831460674157,-658.0786516853933,870.876404494382,0
2024-06-14 18:21:07,-0.09651670605,-0.02443460934,0.01466076635,-0.7805097699,-1.175553083,9.883264542,-495.5116279069768,115.3720930232558,7.790697674418595,-8108.906976744186,-845.9767441860465,848.3953488372093,0
2024-06-14 18:21:07,-0.09651670605,-0.02443460934,0.01466076635,-0.7805097699,-1.175553083,9.883264542,-331.0561797752809,350.96629213483146,-368.7640449438202,-8543.14606741573,-1009.865168539326,797.3033707865169,0
2024-06-14 18:21:07,-0.2296853364,0.04398229718,0.0,-0.6272808313,-1.740584612,9.835380554,283.1404958677686,-193.0247933884297,32.20661157024794,-8331.578512396694,-664.0909090909091,825.1322314049587,0
2024-06-14 18:21:07,-0.2296853364,0.04398229718,0.0,-0.6751648784,-1.948880196,9.988609314,-251.68888888888887,63.355555555555554,-360.26666666666665,-8102.577777777778,-713.4666666666667,717.3555555555556,0
2024-06-14 18:21:07,0.3274237812,-0.1282816976,0.0171042271,-0.6751648784,-1.948880196,9.988609314,-182.38636363636363,339.90909090909093,38.22727272727273,-8479.625,-1111.2386363636365,712.0454545454545,0
2024-06-14 18:21:07,-0.1637118906,-0.2260201424,-0.04642575979,-0.1915361285,-1.405396342,9.81143856,26.50561797752809,33.87640449438202,161.66292134831463,-8427.943820224718,-703.6404494382023,782.8988764044943,0
2024-06-14 18:21:07,-0.1637118906,-0.2260201424,-0.04642575979,-0.1915361285,-1.405396342,9.81143856,-347.0,-88.0,-338.5,-8199.5,-762.5,630.5,0
2024-06-14 18:21:07,-0.3982841372,0.2651155293,0.1527163088,-1.45088625,-2.217030764,10.17296314,-265.0,319.3076923076923,49.84615384615385,-8515.846153846154,-1135.1538461538462,794.1538461538462,0
2024-06-14 18:21:07,0.04886921868,-0.4117231667,0.04031710699,-0.1628057212,-1.426944256,9.789890289,44.355555555555554,34.84444444444444,83.2,-8131.488888888889,-679.4444444444445,774.6,0
2024-06-14 18:21:07,0.04886921868,-0.4117231667,0.04031710699,-0.1628057212,-1.426944256,9.789890289,-317.3068181818182,206.5681818181818,-41.71590909090909,-8531.136363636364,-744.9772727272727,491.9772727272728,0
2024-06-14 18:21:08,-0.05497787148,-0.01466076635,0.1270599663,-0.1891419291,-0.4716577232,9.753977776,-87.04545454545455,-250.5909090909091,-111.86363636363636,-8485.227272727272,-846.8636363636364,788.6818181818181,0
2024-06-14 18:21:08,-0.05497787148,-0.01466076635,0.1270599663,-0.1891419291,-0.4716577232,9.753977776,-46.13636363636364,-33.63636363636363,1.1363636363636362,-8515.681818181818,-719.4090909090909,789.0909090909091,0
2024-06-14 18:21:08,0.0,0.05375614017,-0.07941248268,0.3711012602,-0.9361328483,9.665391922,68.33333333333333,50.66666666666666,273.8333333333333,-8130.666666666667,-832.8333333333334,770.6666666666666,0
2024-06-14 18:21:08,-0.1857030392,0.05253441259,0.01954768784,-0.1029506698,-1.491587639,9.787496567,-5.125,289.0909090909091,429.5,-8262.602272727272,-712.9772727272727,586.2727272727273,0
2024-06-14 18:21:08,-0.1857030392,0.05253441259,0.01954768784,-0.1029506698,-1.491587639,9.787496567,545.2954545454545,604.0227272727273,1405.159090909091,-8527.272727272728,-344.4318181818182,415.5,0
2024-06-14 18:21:08,-0.02443460934,0.08918632567,0.0171042271,-0.3088520169,-1.209071875,9.737217903,103.0,222.5,750.0,-8539.0,72.5,612.5,0
2024-06-14 18:21:08,0.03909537569,0.01832595654,0.006108652335,-0.3184288144,-1.379060149,9.782708168,29.655172413793103,299.41379310344826,558.448275862069,-8533.586206896553,-285.3103448275862,390.82758620689657,0
2024-06-14 18:21:08,0.03909537569,0.01832595654,0.006108652335,-0.3184288144,-1.379060149,9.782708168,-310.6849315068493,-39.49315068493151,475.4109589041096,-8341.0,-125.57534246575342,588.5753424657535,0
2024-06-14 18:21:08,0.0171042271,0.004886921961,0.003665191587,-0.2633621991,-1.233013868,9.753977776,-144.86486486486487,-76.94594594594595,86.0810810810811,-8369.648648648648,-102.78378378378378,571.1891891891892,0
2024-06-14 18:21:08,-0.00244346098,0.007330383174,0.007330383174,-0.3208230138,-1.125274777,9.809044838,-214.7209302325581,98.74418604651164,-329.1395348837209,-8553.720930232557,-243.86046511627904,411.0,0
2024-06-14 18:21:09,-0.00244346098,0.007330383174,0.007330383174,-0.3208230138,-1.125274777,9.809044838,-518.2588235294118,270.08235294117645,-371.7294117647059,-8152.788235294118,-332.4823529411765,241.89411764705883,0
2024-06-14 18:21:09,-0.01221730467,0.03054326214,0.009773843922,-0.3926490843,-1.319205165,9.794678688,83.26136363636364,-76.5909090909091,-261.07954545454544,-8545.863636363636,-269.0,229.26136363636363,0
2024-06-14 18:21:09,-0.01221730467,0.03054326214,0.009773843922,-0.3926490843,-1.319205165,9.794678688,64.0909090909091,-120.4318181818182,-77.0909090909091,-8180.125,49.75,167.75,0
2024-06-14 18:21:09,-0.02687807009,0.0171042271,0.00244346098,-0.4070142806,-1.350329757,9.706093788,-163.01086956521738,59.72826086956522,-144.82608695652175,-8330.619565217392,-315.6630434782609,222.0326086956522,0
2024-06-14 18:21:09,-0.06108652428,0.03787364438,-0.00244346098,-0.3926490843,-1.436521053,10.46026707,71.5,-113.0,-40.0,-8433.0,-304.5,239.5,0
2024-06-14 18:21:09,-0.06108652428,0.03787364438,-0.00244346098,-0.3926490843,-1.436521053,10.46026707,30.98876404494382,8.179775280898877,92.02247191011236,-8478.8202247191,70.9438202247191,250.17977528089887,0
2024-06-14 18:21:09,-0.1087340117,-0.03298672289,0.03909537569,0.14844051,-0.787692368,9.746794701,26.53488372093023,11.465116279069768,-366.3488372093023,-8500.302325581395,-333.62790697674416,596.3953488372093,0
2024-06-14 18:21:09,-0.6951646209,0.531452775,0.09040805697,-0.9816226959,-3.758896589,9.801861763,-340.2247191011236,-32.1685393258427,-279.17977528089887,-8421.91011235955,-365.0674157303371,534.8539325842696,0
2024-06-14 18:21:09,-0.6951646209,0.531452775,0.09040805697,-0.9816226959,-3.758896589,9.801861763,-96.86363636363636,5.51136363636364,39.45454545454545,-8540.045454545454,-351.10227272727275,560.3181818181819,0
2024-06-14 18:21:10,0.1392772794,0.3249803185,0.1319468915,-0.1053448766,-3.610456228,9.31823349,-234.7977528089888,-57.7247191011236,-181.0224719101124,-8140.769662921349,-260.01685393258424,614.2471910112359,0
2024-06-14 18:21:10,-0.1710422635,-0.1954768747,-0.0415388383,-0.4477157295,-3.801992416,9.555258751,-208.72527472527472,83.2967032967033,-194.2967032967033,-8232.461538461539,-339.0769230769231,461.0219780219781,0
2024-06-14 18:21:10,-0.2565633953,0.3836233616,0.1881465018,0.5291185975,-3.852270603,10.02212811,-36.84705882352941,-41.1764705882353,27.16470588235294,-8296.870588235293,-238.4705882352941,463.0470588235294,0
2024-06-14 18:21:10,-0.2565633953,0.3836233616,0.1881465018,0.5291185975,-3.852270603,10.02212811,-564.2307692307693,108.03846153846156,-162.0,-8211.884615384615,-325.53846153846155,198.6153846153846,0
2024-06-14 18:21:10,0.145385921,-0.283441484,-0.1246165112,-0.8714894056,-2.389413357,9.799467087,-190.5,272.8125,-87.4375,-8179.3125,-220.75,320.8125,0
2024-06-14 18:21:10,0.145385921,-0.283441484,-0.1246165112,-0.7733271718,-3.227383852,9.47146225,78.03296703296704,-177.3846153846154,-36.19780219780219,-8425.989010989011,-316.61538461538464,565.3626373626373,0
2024-06-14 18:21:10,0.3103195429,0.290771842,0.08674286306,-0.7733271718,-3.227383852,9.47146225,-228.4642857142857,-84.32142857142857,-238.4642857142857,-8476.67857142857,-221.67857142857144,562.6071428571429,0
