ActualTime,Ax watch,Ay watch,Az watch,Gx watch,Gy watch,Gz watch,Ax esense,Ay esense,Az esense,Gx esense,Gy esense,Gz esense,Combined_Action_Sum
2025-07-01 18:08:34.186,-1.9752163887023928,-0.3687070608139038,9.495404243469238,-0.2272418737411499,0.1380555480718612,-0.0659734457731247,-2655,-7332,3044,61,-230,-312,0
2025-07-01 18:08:34.291,-1.8148049116134644,0.3088520169258117,9.397241592407228,0.1282816976308822,-0.0293215326964855,0.0769690200686454,-2221,-7687,3363,-334,-196,-164,0
2025-07-01 18:08:34.501,-1.7549498081207275,0.0383072271943092,9.454702377319336,-0.1221730485558509,-0.0574213340878486,-0.0525344125926494,-2360,-7698,3447,-20,180,-216,0
2025-07-01 18:08:34.596,-2.013523578643799,0.2489969730377197,9.545681953430176,-0.0561996027827262,-0.0305432621389627,-0.0219911485910415,-2181,-7420,3253,139,580,-275,0
2025-07-01 18:08:34.792,-1.6400281190872192,-0.1077390760183334,9.641449928283691,0.2626720666885376,0.1441642045974731,0.0452040284872055,-2350,-7420,3297,175,561,-327,0
2025-07-01 18:08:34.891,-2.449268341064453,0.4644751250743866,10.067618370056152,0.3824016451835632,-0.1160643994808197,0.8063421249389648,-2205,-7361,3318,342,-19,-294,0
2025-07-01 18:08:34.996,-1.8722656965255735,-0.706289529800415,8.65982723236084,-0.2626720666885376,-0.4801400899887085,1.0115928649902344,-2338,-7325,3686,-86,26,-269,0
2025-07-01 18:08:35.395,-0.667982280254364,2.7964274883270264,10.381258964538574,-0.7806857824325562,0.8112290501594543,-0.8100073337554932,-2591,-7153,3317,-300,86,243,0
2025-07-01 18:08:35.496,-0.667982280254364,2.7964274883270264,10.381258964538574,-0.7806857824325562,0.8112290501594543,-0.8100073337554932,-2591,-7153,3317,-300,86,243,0
2025-07-01 18:08:35.688,-2.0446481704711914,0.3734954595565796,9.500192642211914,0.616973876953125,0.3078760802745819,-0.3469714522361755,-2582,-7389,3623,-214,-802,-274,0
2025-07-01 18:08:35.989,-1.3670891523361206,-1.7693150043487549,9.366117477416992,0.4288274049758911,-0.2871066629886627,-0.1209513172507286,-2327,-7407,3606,-267,-287,-331,0
2025-07-01 18:08:36.098,-0.8236053586006165,-1.6950948238372805,9.545681953430176,-0.1881465017795562,0.6304129362106323,-0.0195476878434419,-1987,-7689,3642,86,-260,25,0
2025-07-01 18:08:36.288,0.0814028605818748,-2.628833532333374,8.793902397155762,0.2785545587539673,-0.2003637999296188,0.0085521135479211,-2020,-7366,3624,25,69,64,0
2025-07-01 18:08:36.388,-1.843535304069519,0.7182605266571045,9.840168952941896,-0.2736676335334778,0.3579670190811157,-0.0073303831741213,-2045,-7380,3649,76,-22,14,0
2025-07-01 18:08:36.491,-1.414973258972168,-1.4053963422775269,9.50498104095459,1.1691961288452148,0.6487388610839844,0.9260717034339904,-2307,-7401,3650,-108,-55,-269,0
2025-07-01 18:08:36.586,-2.691082715988159,1.0630255937576294,9.459490776062012,-0.2919935882091522,0.0696386396884918,-0.0036651915870606,-2041,-7335,3628,69,258,-278,0
2025-07-01 18:08:36.690,-1.3934253454208374,-1.5729905366897583,9.816226959228516,-0.0769690200686454,-0.1747074574232101,0.0219911485910415,-2368,-7363,3621,107,291,-339,0
2025-07-01 18:08:36.886,-1.3910311460494995,-0.5626373887062073,9.248801231384276,-0.3701843321323395,0.3139847218990326,0.0329867228865623,-1971,-7362,3698,-60,303,-239,0
2025-07-01 18:08:36.987,-1.889025092124939,-1.2066776752471924,9.337387084960938,-0.7134906053543091,-0.0708603709936142,-0.0647517144680023,-2313,-7335,3618,-154,134,87,0
2025-07-01 18:08:37.289,-1.3886369466781616,-1.6184803247451782,9.466673851013184,-0.3274237811565399,0.0317649915814399,-0.0354301854968071,-2350,-7352,3307,-350,285,-60,0
2025-07-01 18:08:37.386,-1.4437036514282229,-3.1052796840667725,8.973467826843262,-0.6719517707824707,0.1270599663257599,-0.0830776765942573,-2338,-7698,3280,-375,41,0,0
2025-07-01 18:08:37.486,-1.498770236968994,-2.96162748336792,9.078812599182127,-0.0659734457731247,-0.0818559452891349,-0.067195177078247,-2028,-7424,3280,75,37,-311,0
2025-07-01 18:08:37.586,-1.3646949529647827,-3.287238836288452,9.107542991638184,-0.0745255574584007,-0.1331686228513717,-0.0317649915814399,-2042,-7371,3269,14,10,-334,0
2025-07-01 18:08:37.889,-1.558625340461731,-2.0590133666992188,9.284713745117188,-0.8393288254737854,1.2021827697753906,0.2028072625398636,-1964,-7770,3253,-304,-262,48,0
2025-07-01 18:08:37.987,-3.991134166717529,-4.970362663269043,8.609549522399902,-1.4208725690841677,-0.2431243658065796,-0.513126790523529,-2034,-7421,3217,-108,59,207,0
2025-07-01 18:08:38.090,-1.4197616577148438,-5.585672378540039,7.975085735321045,0.7672467231750488,-0.9101892113685608,-0.180816113948822,-2355,-7387,3209,-72,-258,267,0
2025-07-01 18:08:38.586,-1.2066776752471924,-2.3511061668396,9.040505409240724,0.0354301854968071,0.1563815027475357,-0.0623082555830478,-1967,-7408,3645,84,-30,-531,0
2025-07-01 18:08:38.686,-1.261744260787964,-1.915361404418945,9.524134635925291,-0.6927211880683899,-0.0684169083833694,0.0781907513737678,-1984,-7375,3627,18,353,-374,0
2025-07-01 18:08:38.786,-1.1061211824417114,-2.207453966140747,9.241618156433104,-0.5119050741195679,0.0171042270958423,-0.1429424732923507,-1957,-7364,3293,-298,212,-299,0
2025-07-01 18:08:39.086,-1.403002142906189,-3.0406360626220703,9.040505409240724,-0.2834414839744568,0.0048869219608604,-0.0452040284872055,-2061,-7753,3444,-376,119,-138,0
2025-07-01 18:08:39.186,-1.2282254695892334,-3.0334534645080566,9.0859956741333,-0.0879645943641662,-0.0244346093386411,-0.0390953756868839,-2104,-7804,3415,88,162,-298,0
2025-07-01 18:08:39.386,-1.479616641998291,-3.294421434402466,8.798690795898438,0.5754350423812866,-0.2406809031963348,0.0207694191485643,-2058,-7734,3450,76,68,-379,0
2025-07-01 18:08:39.488,-0.4429273009300232,-0.3088520169258117,8.580819129943848,0.2907718420028686,0.0891863256692886,0.0036651915870606,-1774,-7780,3217,-98,264,-321,0
2025-07-01 18:08:39.586,-1.525106430053711,-3.2393548488616943,10.041281700134276,-0.4459316432476043,0.2724458873271942,0.090408056974411,-1786,-7735,3235,94,-87,41,0
2025-07-01 18:08:39.799,-1.3886369466781616,-2.0207061767578125,9.581595420837402,-0.2871066629886627,0.0525344125926494,0.0366519130766391,-1755,-7749,3204,-140,-76,95,0
2025-07-01 18:08:40.286,-1.6328455209732056,-2.1787235736846924,9.229647636413574,0.0818559452891349,0.1111774742603302,-0.0073303831741213,-1938,-7808,3341,69,-164,-30,0
2025-07-01 18:08:40.392,-1.656787633895874,-1.9632453918457031,9.253589630126951,0.3787364661693573,0.0415388382971286,0.0623082555830478,-1970,-7740,3014,289,-91,108,0
2025-07-01 18:08:40.486,-1.4484920501708984,-1.6424223184585571,9.454702377319336,0.2150245606899261,-0.3396410644054413,-0.0549778714776039,-2309,-7713,3063,-90,70,122,0
2025-07-01 18:08:40.587,-1.486799240112305,-0.6320692300796509,9.421183586120604,0.4312708675861358,0.6352998614311218,0.0464257597923278,-2344,-7722,3389,-59,-49,-105,0
2025-07-01 18:08:40.692,-1.3670891523361206,-3.485957622528076,8.010998725891113,-1.1398745775222778,-1.3463469743728638,0.3579670190811157,-2335,-7336,3353,52,115,5,0
2025-07-01 18:08:41.095,-1.6615760326385498,0.4070142805576324,9.701305389404297,1.578475832939148,0.2590068578720093,1.2510520219802856,-2056,-7706,3210,-111,-84,-301,0
2025-07-01 18:08:41.293,-0.332794040441513,-1.0271124839782717,10.36449909210205,-0.789237916469574,0.646295428276062,-0.2028072625398636,-2065,-7789,3232,60,-36,-280,0
2025-07-01 18:08:41.388,-3.189076662063598,-1.0606313943862915,9.454702377319336,-1.0250319242477417,0.0928515195846557,-1.0445796251296997,-2072,-7717,3229,113,-87,-275,0
2025-07-01 18:08:41.491,-3.189076662063598,-1.0606313943862915,9.454702377319336,-1.0250319242477417,0.0928515195846557,-1.0445796251296997,-2072,-7717,3229,113,-87,-275,0
2025-07-01 18:08:41.593,-2.456450939178467,2.0829553604125977,8.487444877624512,0.4410447180271148,0.7086036801338196,0.3078760802745819,-2109,-7756,3414,-314,-88,42,0
2025-07-01 18:08:42.189,-1.3646949529647827,-2.853888511657715,9.354146003723145,0.0244346093386411,0.0134390350431203,-0.0867428630590438,-1732,-7557,3046,-273,62,89,0
2025-07-01 18:08:42.288,-1.1851298809051514,-4.326322555541992,10.077195167541504,0.4434881806373596,-0.167377084493637,0.0928515195846557,-1674,-7807,3019,-361,92,49,0
2025-07-01 18:08:42.389,-1.7310078144073486,-1.4389152526855469,9.308655738830566,-0.2700024247169494,-0.1588249653577804,0.1221730485558509,-1732,-7572,3195,1,286,-260,0
2025-07-01 18:08:42.487,-1.9704279899597168,-2.1284453868865967,9.131484985351562,0.2296853363513946,-0.1282816976308822,-0.0183259565383195,-1746,-7576,3176,-315,66,90,0
2025-07-01 18:08:42.692,-1.5658079385757446,-2.4205379486083984,9.141061782836914,-0.0012217304902151,-0.221133217215538,-0.0403171069920063,-1775,-7787,3170,-267,-78,-105,0
2025-07-01 18:08:42.886,-1.6927006244659424,-1.1180921792984009,9.253589630126951,0.2101376503705978,-0.1160643994808197,0.1136209368705749,-1752,-7635,3114,33,-267,49,0
2025-07-01 18:08:42.986,-1.0462661981582642,-3.665522813796997,9.823410034179688,0.6194173693656921,-0.442266434431076,0.0696386396884918,-1682,-7597,3110,104,-122,76,0
2025-07-01 18:08:43.086,-1.4077905416488647,-1.2521674633026123,9.409213066101074,0.1466076523065567,0.3762930035591125,0.3262020349502563,-1690,-7624,3144,91,-46,-298,0
2025-07-01 18:08:43.187,-1.8315643072128296,-0.871489405632019,10.383652687072754,0.1148426681756973,-0.7281513810157776,-0.0024434609804302,-1729,-7615,3186,118,113,-292,0
