ActualTime,Ax watch,Ay watch,Az watch,Gx watch,Gy watch,Gz watch,Ax esense,Ay esense,Az esense,Gx esense,Gy esense,Gz esense,Combined_Action_Sum
2025-06-27 12:50:50.052,4.122815132141113,-12.995726585388184,8.087613105773926,-0.171042263507843,0.7757988572120667,1.0018190145492554,-7382,-2787,4310,72,8,-52,7
2025-06-27 12:50:50.352,-2.3487119674682617,-3.576937437057495,4.697423934936523,3.645643711090088,2.841745138168335,2.434908866882324,-7718,-2857,4248,284,350,308,7
2025-06-27 12:50:50.470,-2.3487119674682617,-3.576937437057495,4.697423934936523,3.645643711090088,2.841745138168335,2.434908866882324,-7718,-2857,4248,284,350,308,7
2025-06-27 12:50:50.667,0.272938996553421,1.81959331035614,8.62391471862793,0.912632703781128,-1.4758504629135132,0.2932153046131134,-7629,-2762,3826,635,600,-246,7
2025-06-27 12:50:50.852,-0.2657563984394073,5.999869346618652,9.799467086791992,1.1349875926971436,-0.221133217215538,0.2541199326515198,-7233,-3877,4686,2597,-436,-2148,7
2025-06-27 12:50:50.952,-0.4692635238170624,0.2801215946674347,9.006986618041992,-0.6255260109901428,0.1624901592731475,0.3909537494182586,-6902,-3674,4598,2006,-434,-1380,7
2025-06-27 12:50:51.160,-0.7445967197418213,2.2002713680267334,10.323798179626465,0.513126790523529,0.7318165898323059,0.8649851679801941,-6902,-3269,5045,1910,-263,-320,7
2025-06-27 12:50:51.252,-2.985569477081299,4.707000732421875,7.086836814880371,0.0965167060494422,1.0592403411865234,1.6823228597640991,-7225,-3240,4993,-98,-19,33,7
2025-06-27 12:50:51.452,-2.3487119674682617,6.019022941589356,7.405265808105469,-0.636521577835083,0.5962044596672058,1.7189748287200928,-7282,-3186,5201,-25,484,1375,7
2025-06-27 12:50:51.972,-0.1771709322929382,2.499546527862549,9.821015357971191,-0.998153805732727,0.7110471725463867,0.0696386396884918,-7652,-3351,3222,416,556,39,7
2025-06-27 12:50:52.152,-1.6974890232086182,0.8259995579719543,8.911218643188477,0.0623082555830478,0.5424483418464661,-0.280998021364212,-7685,-3211,3308,754,259,330,7
2025-06-27 12:50:52.269,-2.760514497756958,2.188300371170044,12.282255172729492,0.9065240025520324,0.5949827432632446,0.2186897546052932,-7372,-3415,3649,3089,984,743,7
2025-06-27 12:50:52.464,-2.880224704742432,6.078877925872803,3.2178070545196533,1.5149458646774292,0.0855211317539215,-1.602910399436951,-7678,-2598,3324,2713,588,252,7
2025-06-27 12:50:52.552,-2.580949544906616,-3.335123062133789,10.350133895874023,-0.4630358517169952,-1.2107349634170532,-2.1930062770843506,-8236,-2020,3606,2169,852,-294,7
2025-06-27 12:50:52.771,0.524330198764801,-2.63362193107605,13.2710599899292,-0.3323107063770294,-1.1276572942733765,-0.6218608021736145,-8238,-2009,3623,1667,628,93,7
2025-06-27 12:50:52.852,0.545877993106842,-1.2186486721038818,10.448296546936035,1.0128145217895508,-0.4715879559516907,-0.1747074574232101,-7653,-2282,3817,-162,-900,805,7
2025-06-27 12:50:53.052,-0.0646434426307678,-0.5219359993934631,9.521739959716797,-0.3787364661693573,-0.0439822971820831,0.0488692186772823,-7886,-2155,3525,73,499,-75,7
2025-06-27 12:50:53.352,-5.386953830718994,-3.7493197917938232,4.422090530395508,-4.365242958068848,-0.1942551434040069,1.8985692262649536,-7624,-2008,4115,-180,-637,29,7
2025-06-27 12:50:53.451,-5.772420406341553,-7.398083209991455,5.882553577423096,-1.0836749076843262,-0.8698720932006836,0.5656611919403076,-7635,-1749,3918,-1236,-596,-353,7
2025-06-27 12:50:53.967,-7.41484260559082,-4.134786128997803,4.857835292816162,2.3664920330047607,0.361632227897644,1.3072515726089478,-7440,-3879,4107,175,-224,-697,7
2025-06-27 12:50:54.160,-6.983886241912842,0.5099649429321289,5.305551052093506,1.8680258989334104,0.2834414839744568,0.8319984674453735,-6866,-4203,4609,1814,-1559,-3647,7
2025-06-27 12:50:54.453,-7.225700855255127,4.086902141571045,4.412513732910156,1.303586483001709,0.1331686228513717,0.3408628106117248,-5356,-5304,5282,314,-601,-4231,7
2025-06-27 12:50:54.666,-7.520187377929687,4.891354084014893,3.3231520652771,0.6230825781822205,0.1588249653577804,0.0195476878434419,-5024,-6041,5253,-457,-225,-961,7
2025-06-27 12:50:54.953,-7.647080421447754,5.382165431976318,2.5258827209472656,0.2467895597219467,0.0439822971820831,0.0268780700862407,-3933,-6749,5920,208,269,-1390,7
2025-06-27 12:50:55.264,-7.29034423828125,5.758055210113525,2.138022184371948,0.2333505302667617,0.0280998013913631,0.0549778714776039,-4165,-6389,5572,-279,332,-525,7
2025-06-27 12:50:55.573,-7.2352776527404785,4.924872875213623,2.4181437492370605,-0.098960168659687,-0.1001818999648094,-0.1087340116500854,-3233,-6939,6000,-263,-41,-348,7
2025-06-27 12:50:55.651,-7.726089000701904,4.891354084014893,2.585737943649292,-0.2235766798257827,-0.0342084541916847,-0.0867428630590438,-3610,-6638,5983,-99,174,-264,7
2025-06-27 12:50:55.768,-7.726089000701904,4.891354084014893,2.585737943649292,-0.2235766798257827,-0.0342084541916847,-0.0867428630590438,-3631,-6623,5947,49,374,-317,7
2025-06-27 12:50:55.852,-7.261613845825195,4.513070106506348,2.8874073028564453,-0.616973876953125,-0.230907067656517,-0.4728097021579742,-3661,-6998,5939,-344,342,-163,7
2025-06-27 12:50:56.352,-7.608773231506348,-4.67827033996582,5.044582843780518,-0.3860668241977691,-0.0329867228865623,-1.3829989433288574,-6096,-5457,4002,-2891,2208,5917,7
2025-06-27 12:50:56.458,-6.900089263916016,-5.966350555419922,4.477157115936279,-0.2272418737411499,-0.197920337319374,-1.0739010572433472,-6592,-4710,3682,-2476,1938,4932,7
2025-06-27 12:50:56.552,-6.215347766876221,-5.458779811859131,4.922478675842285,0.3958406746387481,-0.2797762751579284,-0.7672467231750488,-7516,-3751,3033,-2178,1573,3494,7
2025-06-27 12:50:56.957,-3.5003228187561035,-7.3238630294799805,5.4013190269470215,-0.107512280344963,0.0342084541916847,0.1343903541564941,-7634,-3440,2444,-1166,883,1713,7
2025-06-27 12:50:57.451,-3.778050184249878,-7.33583402633667,4.6734819412231445,-0.7428121566772461,-1.1936306953430176,0.0146607663482427,-7973,-2450,2686,-566,29,512,7
2025-06-27 12:50:57.552,-3.778050184249878,-7.33583402633667,4.6734819412231445,-0.7428121566772461,-1.1936306953430176,0.0146607663482427,-8016,-2527,2268,-485,65,-28,7
2025-06-27 12:50:57.652,-2.7054479122161865,-7.283161640167236,7.714118003845215,0.6866125464439392,-0.720820963382721,-0.0720821022987365,-8033,-2475,2591,-104,16,78,7
2025-06-27 12:50:57.751,-3.6559460163116455,-3.294421434402466,6.605602264404297,1.835039138793945,0.6389650702476501,-0.5497786998748779,-7673,-2493,2898,-292,-429,-65,7
2025-06-27 12:50:58.068,0.3902548849582672,-2.4205379486083984,9.126696586608888,1.016479730606079,-0.7183775305747986,-0.171042263507843,-7423,-2276,2432,-1050,87,-88,7
2025-06-27 12:50:58.352,2.959233283996582,0.1412578970193863,10.32858657836914,-0.0085521135479211,0.2541199326515198,-0.0574213340878486,-7884,-3051,2260,-170,317,-479,7
