Timestamp,Gyro_x_x,Gyro_y_x,Gyro_z_x,Acc_x_x,Acc_y_x,Acc_z_x,Gyro_x_y,Gyro_y_y,Gyro_z_y,Acc_x_y,Acc_y_y,Acc_z_y,combined_action_num
2024-06-15 13:32:21,0.1795943826,0.004886921961,0.07941248268,-8.183381081,-2.796427488,4.505887508,-62.15384615384615,-7.230769230769231,-39.76923076923077,-6294.538461538462,-3992.6153846153848,4079.230769230769,8
2024-06-15 13:32:21,-0.09651670605,0.04764748737,-0.00244346098,-8.152256966,-2.506729126,4.333505154,-46.40909090909091,-96.07954545454544,-87.85227272727272,-6288.784090909091,-4195.318181818182,4044.738636363637,8
2024-06-15 13:32:21,0.1319468915,0.008552113548,0.06108652428,-8.125920296,-2.372653961,4.505887508,24.75555555555556,298.5777777777778,37.55555555555556,-6316.4,-4109.433333333333,4029.5666666666666,8
2024-06-15 13:32:22,0.1319468915,0.008552113548,0.06108652428,-8.125920296,-2.372653961,4.505887508,-89.26436781609195,-66.66666666666667,17.448275862068964,-6375.379310344828,-3788.896551724138,4004.735632183908,8
2024-06-15 13:32:22,0.2125810981,0.01954768784,0.06475171447,-8.178592682,-2.226607561,4.376600742,68.99324324324324,-90.63513513513512,-27.72297297297297,-6382.418918918919,-3858.0,4018.087837837838,8
2024-06-15 13:32:22,0.1661553532,0.02076941915,0.05864306539,-8.315062523,-2.051830769,4.359841347,61.56081081081081,-89.28378378378379,-222.99324324324328,-6343.22972972973,-4058.0,4014.70945945946,8
2024-06-15 13:32:22,0.1661553532,0.02076941915,0.05864306539,-8.315062523,-2.051830769,4.359841347,27.93103448275862,-7.390804597701148,-285.5977011494253,-6526.068965517241,-3956.574712643678,3998.609195402299,8
2024-06-15 13:32:22,0.1038470939,0.01954768784,0.04398229718,-8.360552788,-2.00873518,4.46279192,-265.1123595505618,104.41573033707866,2.9101123595505616,-6548.741573033708,-4118.988764044944,4002.786516853933,8
2024-06-15 13:32:22,0.1038470939,0.01954768784,0.04398229718,-8.360552788,-2.00873518,4.46279192,-163.64285714285714,71.57142857142857,52.57142857142857,-6344.571428571428,-4120.357142857143,3974.785714285714,8
2024-06-15 13:32:22,0.01588249579,0.0232128799,0.008552113548,-8.341399193,-1.833958507,4.328716755,8.0,46.95833333333333,76.29166666666667,-6345.1875,-4120.822916666667,3979.4166666666665,8
2024-06-15 13:32:22,0.1246165112,0.0232128799,0.04031710699,-8.422801971,-1.731007814,4.412513733,-162.325,-348.475,-1.6499999999999773,-6388.25,-3816.95,4027.95,8
2024-06-15 13:32:22,0.1246165112,0.0232128799,0.04031710699,-8.422801971,-1.731007814,4.412513733,-537.8837209302326,-361.72093023255815,-67.90697674418605,-6285.604651162791,-4170.6511627906975,4057.697674418605,8
2024-06-15 13:32:22,0.1637118906,0.02443460934,0.04398229718,-8.444349289,-1.467645645,4.434061527,-209.0561797752809,-339.5730337078652,-317.03370786516854,-6490.157303370786,-4133.359550561798,4035.988764044944,8
2024-06-15 13:32:23,0.1637118906,0.02443460934,0.04398229718,-8.444349289,-1.467645645,4.434061527,-547.8181818181819,-71.32954545454545,-178.48863636363637,-6435.909090909091,-4173.011363636364,4007.931818181818,8
2024-06-15 13:32:23,0.08552113175,0.01588249579,0.0415388383,-8.499416351,-1.379060149,4.453215122,-642.2134831460675,-40.38202247191011,376.85393258426967,-6694.651685393258,-3818.3595505617977,4196.314606741573,8
2024-06-15 13:32:23,0.09407325089,0.04520402849,0.0354301855,-8.46589756,-1.458068848,4.177882195,-674.5172413793103,100.27586206896552,800.1379310344828,-6341.390804597701,-4169.16091954023,4163.712643678161,8
2024-06-15 13:32:23,0.09407325089,0.04520402849,0.0354301855,-8.46589756,-1.458068848,4.177882195,-720.3333333333334,275.3550724637681,426.2173913043478,-6513.45652173913,-4183.615942028986,4106.210144927536,8
2024-06-15 13:32:23,0.1331686229,0.04764748737,0.05986479297,-8.611943245,-1.158793569,4.316745758,-631.175,220.225,348.925,-6702.45,-4006.15,4039.1,8
2024-06-15 13:32:23,-0.1282816976,-0.01588249579,-0.03787364438,-8.61912632,-1.15400517,4.098873138,-839.6153846153846,356.0,486.9230769230769,-6919.538461538462,-4054.230769230769,3818.6153846153848,8
2024-06-15 13:32:23,-0.1282816976,-0.01588249579,-0.03787364438,-8.61912632,-1.15400517,4.098873138,-775.9285714285714,-341.5,12.64285714285714,-6400.809523809524,-3720.8333333333335,3470.5238095238096,8
2024-06-15 13:32:23,-0.4361577928,-0.08429940045,-0.1734857261,-8.408436775,-1.256955862,3.955221176,-664.4044943820224,83.98876404494382,-245.95505617977528,-6689.595505617977,-4004.932584269663,3271.1011235955057,8
2024-06-15 13:32:23,-0.9260717034,-0.1466076523,-0.3885102868,-8.293514252,-1.996764183,3.964797974,-58.96774193548387,-301.1290322580645,596.5806451612904,-7017.677419354839,-4152.774193548387,3519.870967741936,8
